TAP,HEATID,STARTTIME,DURATION,MW,O2_AMOUNT,GAS_AMOUNT,TEMP,VALO2_PPM
17,6F0155,2016-01-07 01:30:00, 21: 10,30.5,535835.0,79281.0,1635.0,0.0
14,6F0155,2016-01-07 01:29:00, 00: 10,0.25,535835.0,79281.0,1635.0,0.0
16,6F0155,2016-01-07 01:13:00, 00: 10,0.125,535835.0,79281.0,1635.0,0.0
16,6F0155,2016-01-07 01:29:00, 00: 10,0.25,535835.0,79281.0,1635.0,0.0
17,6F0155,2016-01-07 01:13:00, 12: 51,17.25,535835.0,79281.0,1635.0,0.0
14,6F0155,2016-01-07 01:12:00, 00: 10,0.25,535835.0,79281.0,1635.0,0.0
11,6F0156,2016-01-07 01:59:00, 00: 41,0.375,519913.0,78548.0,1626.5,0.0
11,6F0156,2016-01-07 02:16:00, 00: 20,0.25,519913.0,78548.0,1626.5,0.0
13,6F0156,2016-01-07 02:00:00, 00: 10,0.125,519913.0,78548.0,1626.5,0.0
13,6F0156,2016-01-07 02:16:00, 00: 10,0.125,519913.0,78548.0,1626.5,0.0
17,6F0156,2016-01-07 02:17:00, 21: 22,30.875,519913.0,78548.0,1626.5,0.0
14,6F0156,2016-01-07 02:16:00, 00: 10,0.25,519913.0,78548.0,1626.5,0.0
16,6F0156,2016-01-07 02:00:00, 00: 10,0.125,519913.0,78548.0,1626.5,0.0
16,6F0156,2016-01-07 02:16:00, 00: 10,0.375,519913.0,78548.0,1626.5,0.0
17,6F0156,2016-01-07 02:01:00, 12: 20,16.875,519913.0,78548.0,1626.5,0.0
14,6F0156,2016-01-07 02:00:00, 00: 10,0.375,519913.0,78548.0,1626.5,0.0
11,6F0157,2016-01-07 02:47:00, 00: 30,0.375,490467.0,73469.0,1614.0,0.0
11,6F0157,2016-01-07 03:04:00, 00: 30,0.375,490467.0,73469.0,1614.0,0.0
12,6F0157,2016-01-07 03:04:00, 00: 10,0.25,490467.0,73469.0,1614.0,0.0
13,6F0157,2016-01-07 02:48:00, 00: 10,0.25,490467.0,73469.0,1614.0,0.0
17,6F0157,2016-01-07 03:05:00, 19: 31,28.75,490467.0,73469.0,1614.0,0.0
14,6F0157,2016-01-07 03:04:00, 00: 10,0.25,490467.0,73469.0,1614.0,0.0
15,6F0157,2016-01-07 03:05:00, 00: 10,0.125,490467.0,73469.0,1614.0,0.0
16,6F0157,2016-01-07 02:48:00, 00: 10,0.25,490467.0,73469.0,1614.0,0.0
17,6F0157,2016-01-07 02:48:00, 12: 41,17.0,490467.0,73469.0,1614.0,0.0
14,6F0157,2016-01-07 02:48:00, 00: 10,0.125,490467.0,73469.0,1614.0,0.0
17,6F0158,2016-01-07 03:50:00, 19: 50,29.5,460067.0,72936.0,1654.0,0.0
11,6F0158,2016-01-07 03:33:00, 00: 20,0.5,460067.0,72936.0,1654.0,0.0
11,6F0158,2016-01-07 03:49:00, 00: 20,0.25,460067.0,72936.0,1654.0,0.0
12,6F0158,2016-01-07 03:34:00, 00: 10,0.125,460067.0,72936.0,1654.0,0.0
12,6F0158,2016-01-07 03:49:00, 00: 10,0.25,460067.0,72936.0,1654.0,0.0
13,6F0158,2016-01-07 03:50:00, 00: 10,0.25,460067.0,72936.0,1654.0,0.0
14,6F0158,2016-01-07 03:34:00, 00: 10,0.375,460067.0,72936.0,1654.0,0.0
15,6F0158,2016-01-07 03:34:00, 00: 10,0.125,460067.0,72936.0,1654.0,0.0
15,6F0158,2016-01-07 03:50:00, 00: 10,0.125,460067.0,72936.0,1654.0,0.0
16,6F0158,2016-01-07 03:50:00, 00: 10,0.375,460067.0,72936.0,1654.0,0.0
17,6F0158,2016-01-07 03:34:00, 12: 00,15.625,460067.0,72936.0,1654.0,0.0
11,6F0159,2016-01-07 04:18:00, 00: 30,0.5,596686.0,83422.0,1647.25,1050.75
12,6F0159,2016-01-07 04:34:00, 00: 10,0.25,596686.0,83422.0,1647.25,1050.75
13,6F0159,2016-01-07 04:18:00, 00: 10,0.125,596686.0,83422.0,1647.25,1050.75
14,6F0159,2016-01-07 04:19:00, 00: 10,0.25,596686.0,83422.0,1647.25,1050.75
14,6F0159,2016-01-07 04:34:00, 00: 10,0.125,596686.0,83422.0,1647.25,1050.75
17,6F0159,2016-01-07 04:58:00, 01: 10,1.75,596686.0,83422.0,1647.25,1050.75
16,6F0159,2016-01-07 04:19:00, 00: 10,0.25,596686.0,83422.0,1647.25,1050.75
17,6F0159,2016-01-07 04:19:00, 12: 00,17.125,596686.0,83422.0,1647.25,1050.75
17,6F0159,2016-01-07 04:35:00, 06: 00,8.125,596686.0,83422.0,1647.25,1050.75
17,6F0159,2016-01-07 04:43:00, 15: 01,23.0,596686.0,83422.0,1647.25,1050.75
15,6F0159,2016-01-07 04:35:00, 00: 10,0.25,596686.0,83422.0,1647.25,1050.75
11,6F0160,2016-01-07 05:08:00, 00: 20,0.25,856533.0,211616.0,1634.0,913.6666666666666
17,6F0160,2016-01-07 05:48:00, 07: 20,11.375,856533.0,211616.0,1634.0,913.6666666666666
12,6F0160,2016-01-07 05:09:00, 00: 10,0.0,856533.0,211616.0,1634.0,913.6666666666666
13,6F0160,2016-01-07 05:09:00, 00: 10,0.25,856533.0,211616.0,1634.0,913.6666666666666
13,6F0160,2016-01-07 05:41:00, 00: 10,0.125,856533.0,211616.0,1634.0,913.6666666666666
14,6F0160,2016-01-07 05:42:00, 00: 10,0.125,856533.0,211616.0,1634.0,913.6666666666666
15,6F0160,2016-01-07 05:09:00, 00: 10,0.125,856533.0,211616.0,1634.0,913.6666666666666
15,6F0160,2016-01-07 05:29:00, 00: 30,0.375,856533.0,211616.0,1634.0,913.6666666666666
15,6F0160,2016-01-07 05:55:00, 06: 10,9.5,856533.0,211616.0,1634.0,913.6666666666666
15,6F0160,2016-01-07 06:02:00, 01: 00,1.25,856533.0,211616.0,1634.0,913.6666666666666
16,6F0160,2016-01-07 05:09:00, 00: 10,0.125,856533.0,211616.0,1634.0,913.6666666666666
16,6F0160,2016-01-07 05:42:00, 00: 10,0.375,856533.0,211616.0,1634.0,913.6666666666666
16,6F0160,2016-01-07 05:55:00, 00: 10,0.125,856533.0,211616.0,1634.0,913.6666666666666
17,6F0160,2016-01-07 05:09:00, 03: 10,4.125,856533.0,211616.0,1634.0,913.6666666666666
17,6F0160,2016-01-07 05:29:00, 04: 20,5.75,856533.0,211616.0,1634.0,913.6666666666666
17,6F0160,2016-01-07 05:34:00, 04: 30,6.625,856533.0,211616.0,1634.0,913.6666666666666
17,6F0160,2016-01-07 05:42:00, 05: 40,7.5,856533.0,211616.0,1634.0,913.6666666666666
11,6F0160,2016-01-07 05:41:00, 00: 30,0.5,856533.0,211616.0,1634.0,913.6666666666666
11,6F0161,2016-01-07 06:12:00, 00: 20,0.25,494439.0,73634.0,1640.5,548.0
17,6F0161,2016-01-07 06:31:00, 14: 30,21.625,494439.0,73634.0,1640.5,548.0
12,6F0161,2016-01-07 06:12:00, 00: 10,0.25,494439.0,73634.0,1640.5,548.0
12,6F0161,2016-01-07 06:30:00, 00: 09,0.25,494439.0,73634.0,1640.5,548.0
13,6F0161,2016-01-07 06:12:00, 00: 10,0.125,494439.0,73634.0,1640.5,548.0
14,6F0161,2016-01-07 06:30:00, 00: 10,0.25,494439.0,73634.0,1640.5,548.0
15,6F0161,2016-01-07 06:13:00, 00: 10,0.25,494439.0,73634.0,1640.5,548.0
15,6F0161,2016-01-07 06:30:00, 00: 11,0.25,494439.0,73634.0,1640.5,548.0
15,6F0161,2016-01-07 06:45:00, 04: 40,6.75,494439.0,73634.0,1640.5,548.0
16,6F0161,2016-01-07 06:13:00, 00: 10,0.25,494439.0,73634.0,1640.5,548.0
16,6F0161,2016-01-07 06:45:00, 00: 10,0.375,494439.0,73634.0,1640.5,548.0
17,6F0161,2016-01-07 06:13:00, 06: 20,8.375,494439.0,73634.0,1640.5,548.0
17,6F0161,2016-01-07 06:21:00, 00: 10,0.0,494439.0,73634.0,1640.5,548.0
17,6F0161,2016-01-07 06:21:00, 05: 40,8.25,494439.0,73634.0,1640.5,548.0
11,6F0161,2016-01-07 06:30:00, 00: 21,0.25,494439.0,73634.0,1640.5,548.0
11,6F0162,2016-01-07 07:14:00, 00: 20,0.25,502658.0,73715.0,1638.3333333333333,879.6666666666666
12,6F0162,2016-01-07 07:15:00, 00: 10,0.25,502658.0,73715.0,1638.3333333333333,879.6666666666666
13,6F0162,2016-01-07 06:58:00, 00: 10,0.25,502658.0,73715.0,1638.3333333333333,879.6666666666666
13,6F0162,2016-01-07 07:15:00, 00: 10,0.25,502658.0,73715.0,1638.3333333333333,879.6666666666666
14,6F0162,2016-01-07 06:58:00, 00: 10,0.125,502658.0,73715.0,1638.3333333333333,879.6666666666666
11,6F0162,2016-01-07 06:58:00, 00: 30,0.375,502658.0,73715.0,1638.3333333333333,879.6666666666666
16,6F0162,2016-01-07 06:59:00, 00: 10,0.25,502658.0,73715.0,1638.3333333333333,879.6666666666666
16,6F0162,2016-01-07 07:15:00, 00: 10,0.125,502658.0,73715.0,1638.3333333333333,879.6666666666666
17,6F0162,2016-01-07 06:59:00, 13: 00,17.0,502658.0,73715.0,1638.3333333333333,879.6666666666666
17,6F0162,2016-01-07 07:15:00, 19: 41,29.75,502658.0,73715.0,1638.3333333333333,879.6666666666666
15,6F0162,2016-01-07 07:15:00, 00: 10,0.25,502658.0,73715.0,1638.3333333333333,879.6666666666666
11,6F0163,2016-01-07 07:55:00, 00: 20,0.375,634652.0,103555.0,1602.5,625.5
11,6F0163,2016-01-07 08:26:00, 00: 20,0.375,634652.0,103555.0,1602.5,625.5
12,6F0163,2016-01-07 08:26:00, 00: 10,0.25,634652.0,103555.0,1602.5,625.5
13,6F0163,2016-01-07 07:56:00, 00: 10,0.25,634652.0,103555.0,1602.5,625.5
14,6F0163,2016-01-07 07:56:00, 00: 20,0.375,634652.0,103555.0,1602.5,625.5
17,6F0163,2016-01-07 08:27:00, 16: 01,23.25,634652.0,103555.0,1602.5,625.5
15,6F0163,2016-01-07 08:27:00, 00: 10,0.25,634652.0,103555.0,1602.5,625.5
15,6F0163,2016-01-07 08:44:00, 00: 50,1.25,634652.0,103555.0,1602.5,625.5
15,6F0163,2016-01-07 08:46:00, 01: 50,2.375,634652.0,103555.0,1602.5,625.5
16,6F0163,2016-01-07 08:43:00, 00: 40,0.875,634652.0,103555.0,1602.5,625.5
17,6F0163,2016-01-07 07:56:00, 07: 10,15.125,634652.0,103555.0,1602.5,625.5
14,6F0163,2016-01-07 08:27:00, 00: 10,0.25,634652.0,103555.0,1602.5,625.5
11,6F0164,2016-01-07 08:58:00, 00: 20,0.375,779375.0,112582.0,1623.25,538.75
11,6F0164,2016-01-07 09:15:00, 00: 30,0.375,779375.0,112582.0,1623.25,538.75
12,6F0164,2016-01-07 08:58:00, 00: 10,0.125,779375.0,112582.0,1623.25,538.75
13,6F0164,2016-01-07 08:58:00, 00: 10,0.25,779375.0,112582.0,1623.25,538.75
13,6F0164,2016-01-07 09:15:00, 00: 10,0.25,779375.0,112582.0,1623.25,538.75
14,6F0164,2016-01-07 09:16:00, 00: 10,0.375,779375.0,112582.0,1623.25,538.75
17,6F0164,2016-01-07 09:39:00, 01: 30,2.25,779375.0,112582.0,1623.25,538.75
15,6F0164,2016-01-07 09:43:00, 02: 50,4.125,779375.0,112582.0,1623.25,538.75
16,6F0164,2016-01-07 08:59:00, 00: 10,0.25,779375.0,112582.0,1623.25,538.75
16,6F0164,2016-01-07 09:16:00, 00: 10,0.125,779375.0,112582.0,1623.25,538.75
16,6F0164,2016-01-07 09:40:00, 02: 30,3.75,779375.0,112582.0,1623.25,538.75
17,6F0164,2016-01-07 08:59:00, 06: 30,16.625,779375.0,112582.0,1623.25,538.75
17,6F0164,2016-01-07 09:16:00, 11: 10,15.0,779375.0,112582.0,1623.25,538.75
15,6F0164,2016-01-07 08:58:00, 00: 10,0.125,779375.0,112582.0,1623.25,538.75
11,6F0165,2016-01-07 09:55:00, 00: 20,0.375,388681.0,63052.0,1629.5,549.0
11,6F0165,2016-01-07 10:09:00, 00: 30,0.5,388681.0,63052.0,1629.5,549.0
13,6F0165,2016-01-07 09:55:00, 00: 10,0.25,388681.0,63052.0,1629.5,549.0
13,6F0165,2016-01-07 10:10:00, 00: 10,0.125,388681.0,63052.0,1629.5,549.0
14,6F0165,2016-01-07 09:56:00, 00: 10,0.125,388681.0,63052.0,1629.5,549.0
17,6F0165,2016-01-07 10:10:00, 13: 51,20.75,388681.0,63052.0,1629.5,549.0
15,6F0165,2016-01-07 10:24:00, 04: 30,6.375,388681.0,63052.0,1629.5,549.0
16,6F0165,2016-01-07 09:56:00, 00: 10,0.25,388681.0,63052.0,1629.5,549.0
16,6F0165,2016-01-07 10:10:00, 00: 10,0.125,388681.0,63052.0,1629.5,549.0
16,6F0165,2016-01-07 10:24:00, 00: 10,0.25,388681.0,63052.0,1629.5,549.0
17,6F0165,2016-01-07 09:56:00, 10: 10,14.375,388681.0,63052.0,1629.5,549.0
14,6F0165,2016-01-07 10:10:00, 00: 10,0.25,388681.0,63052.0,1629.5,549.0
17,6F0166,2016-01-07 11:40:00, 11: 21,16.75,642814.0,116162.0,1630.8333333333333,748.5
11,6F0166,2016-01-07 10:37:00, 00: 20,0.375,642814.0,116162.0,1630.8333333333333,748.5
11,6F0166,2016-01-07 10:52:00, 00: 20,0.375,642814.0,116162.0,1630.8333333333333,748.5
12,6F0166,2016-01-07 10:38:00, 00: 10,0.25,642814.0,116162.0,1630.8333333333333,748.5
13,6F0166,2016-01-07 10:38:00, 00: 10,0.125,642814.0,116162.0,1630.8333333333333,748.5
13,6F0166,2016-01-07 10:52:00, 00: 09,0.125,642814.0,116162.0,1630.8333333333333,748.5
14,6F0166,2016-01-07 10:52:00, 00: 11,0.25,642814.0,116162.0,1630.8333333333333,748.5
15,6F0166,2016-01-07 10:38:00, 00: 10,0.25,642814.0,116162.0,1630.8333333333333,748.5
15,6F0166,2016-01-07 11:51:00, 05: 40,8.375,642814.0,116162.0,1630.8333333333333,748.5
15,6F0166,2016-01-07 11:57:00, 00: 20,0.5,642814.0,116162.0,1630.8333333333333,748.5
15,6F0166,2016-01-07 11:59:00, 00: 40,0.875,642814.0,116162.0,1630.8333333333333,748.5
16,6F0166,2016-01-07 10:38:00, 00: 10,0.125,642814.0,116162.0,1630.8333333333333,748.5
16,6F0166,2016-01-07 10:53:00, 00: 10,0.125,642814.0,116162.0,1630.8333333333333,748.5
16,6F0166,2016-01-07 11:51:00, 00: 10,0.125,642814.0,116162.0,1630.8333333333333,748.5
17,6F0166,2016-01-07 10:38:00, 09: 41,14.125,642814.0,116162.0,1630.8333333333333,748.5
17,6F0166,2016-01-07 10:53:00, 00: 40,0.75,642814.0,116162.0,1630.8333333333333,748.5
11,6F0167,2016-01-07 12:25:00, 00: 10,0.25,629089.0,87394.0,1616.0,919.1666666666666
11,6F0167,2016-01-07 12:08:00, 00: 30,0.5,629089.0,87394.0,1616.0,919.1666666666666
13,6F0167,2016-01-07 12:09:00, 00: 10,0.0,629089.0,87394.0,1616.0,919.1666666666666
13,6F0167,2016-01-07 12:25:00, 00: 10,0.25,629089.0,87394.0,1616.0,919.1666666666666
14,6F0167,2016-01-07 12:09:00, 00: 10,0.25,629089.0,87394.0,1616.0,919.1666666666666
15,6F0167,2016-01-07 12:25:00, 00: 10,0.125,629089.0,87394.0,1616.0,919.1666666666666
16,6F0167,2016-01-07 12:09:00, 00: 10,0.25,629089.0,87394.0,1616.0,919.1666666666666
16,6F0167,2016-01-07 12:25:00, 00: 10,0.25,629089.0,87394.0,1616.0,919.1666666666666
16,6F0167,2016-01-07 12:41:00, 03: 00,4.5,629089.0,87394.0,1616.0,919.1666666666666
16,6F0167,2016-01-07 12:46:00, 02: 31,3.5,629089.0,87394.0,1616.0,919.1666666666666
17,6F0167,2016-01-07 12:09:00, 07: 10,7.875,629089.0,87394.0,1616.0,919.1666666666666
17,6F0167,2016-01-07 12:17:00, 05: 11,7.375,629089.0,87394.0,1616.0,919.1666666666666
17,6F0167,2016-01-07 12:26:00, 15: 30,22.25,629089.0,87394.0,1616.0,919.1666666666666
12,6F0167,2016-01-07 12:25:00, 00: 10,0.125,629089.0,87394.0,1616.0,919.1666666666666
11,6F0167,2016-01-07 12:08:00, 00: 10,0.125,629089.0,87394.0,1616.0,919.1666666666666
12,6F0168,2016-01-07 13:15:00, 00: 10,0.375,475473.0,72516.0,1640.0,740.75
11,6F0168,2016-01-07 13:00:00, 00: 30,0.25,475473.0,72516.0,1640.0,740.75
14,6F0168,2016-01-07 13:01:00, 00: 10,0.125,475473.0,72516.0,1640.0,740.75
14,6F0168,2016-01-07 13:15:00, 00: 10,0.125,475473.0,72516.0,1640.0,740.75
15,6F0168,2016-01-07 13:16:00, 00: 10,0.125,475473.0,72516.0,1640.0,740.75
15,6F0168,2016-01-07 13:32:00, 04: 10,6.125,475473.0,72516.0,1640.0,740.75
16,6F0168,2016-01-07 13:01:00, 00: 10,2.375,475473.0,72516.0,1640.0,740.75
16,6F0168,2016-01-07 13:30:00, 01: 10,1.75,475473.0,72516.0,1640.0,740.75
17,6F0168,2016-01-07 13:03:00, 08: 30,12.375,475473.0,72516.0,1640.0,740.75
17,6F0168,2016-01-07 13:16:00, 14: 40,20.375,475473.0,72516.0,1640.0,740.75
13,6F0168,2016-01-07 13:00:00, 00: 10,0.125,475473.0,72516.0,1640.0,740.75
11,6F0168,2016-01-07 13:15:00, 00: 30,0.375,475473.0,72516.0,1640.0,740.75
13,6F0169,2016-01-07 13:46:00, 00: 10,0.25,774663.0,149774.0,1656.857142857143,902.8571428571429
13,6F0169,2016-01-07 14:17:00, 00: 10,0.0,774663.0,149774.0,1656.857142857143,902.8571428571429
13,6F0169,2016-01-07 14:17:00, 00: 40,1.0,774663.0,149774.0,1656.857142857143,902.8571428571429
14,6F0169,2016-01-07 13:46:00, 00: 10,0.0,774663.0,149774.0,1656.857142857143,902.8571428571429
14,6F0169,2016-01-07 14:18:00, 00: 10,0.125,774663.0,149774.0,1656.857142857143,902.8571428571429
11,6F0169,2016-01-07 13:45:00, 00: 10,0.0,774663.0,149774.0,1656.857142857143,902.8571428571429
16,6F0169,2016-01-07 13:46:00, 00: 10,0.375,774663.0,149774.0,1656.857142857143,902.8571428571429
16,6F0169,2016-01-07 14:18:00, 06: 30,9.5,774663.0,149774.0,1656.857142857143,902.8571428571429
17,6F0169,2016-01-07 13:46:00, 11: 51,14.625,774663.0,149774.0,1656.857142857143,902.8571428571429
11,6F0169,2016-01-07 13:45:00, 00: 20,0.25,774663.0,149774.0,1656.857142857143,902.8571428571429
15,6F0169,2016-01-07 14:18:00, 00: 10,0.375,774663.0,149774.0,1656.857142857143,902.8571428571429
11,6F0170,2016-01-07 15:12:00, 00: 20,0.5,798609.0,133388.0,1651.0,1139.8
11,6F0170,2016-01-07 15:29:00, 00: 11,0.25,798609.0,133388.0,1651.0,1139.8
12,6F0170,2016-01-07 15:29:00, 00: 09,0.0,798609.0,133388.0,1651.0,1139.8
13,6F0170,2016-01-07 15:13:00, 00: 20,0.375,798609.0,133388.0,1651.0,1139.8
14,6F0170,2016-01-07 15:29:00, 00: 11,0.25,798609.0,133388.0,1651.0,1139.8
15,6F0170,2016-01-07 15:29:00, 00: 10,0.25,798609.0,133388.0,1651.0,1139.8
17,6F0170,2016-01-07 15:38:00, 13: 20,19.125,798609.0,133388.0,1651.0,1139.8
15,6F0170,2016-01-07 15:57:00, 01: 11,1.875,798609.0,133388.0,1651.0,1139.8
15,6F0170,2016-01-07 16:04:00, 00: 50,1.0,798609.0,133388.0,1651.0,1139.8
16,6F0170,2016-01-07 15:13:00, 00: 20,0.125,798609.0,133388.0,1651.0,1139.8
16,6F0170,2016-01-07 15:51:00, 00: 50,1.25,798609.0,133388.0,1651.0,1139.8
17,6F0170,2016-01-07 15:13:00, 11: 20,14.75,798609.0,133388.0,1651.0,1139.8
17,6F0170,2016-01-07 15:29:00, 02: 10,2.625,798609.0,133388.0,1651.0,1139.8
15,6F0170,2016-01-07 15:52:00, 03: 10,4.625,798609.0,133388.0,1651.0,1139.8
16,6F0171,2016-01-07 16:41:00, 00: 10,0.375,1038848.0,213934.0,1631.4,1089.4
15,6F0171,2016-01-07 17:02:00, 00: 10,0.125,1038848.0,213934.0,1631.4,1089.4
16,6F0171,2016-01-07 17:41:00, 01: 10,1.875,1038848.0,213934.0,1631.4,1089.4
16,6F0171,2016-01-07 17:43:00, 01: 00,1.25,1038848.0,213934.0,1631.4,1089.4
17,6F0171,2016-01-07 16:41:00, 00: 10,5.375,1038848.0,213934.0,1631.4,1089.4
17,6F0171,2016-01-07 16:46:00, 09: 41,11.875,1038848.0,213934.0,1631.4,1089.4
17,6F0171,2016-01-07 17:03:00, 01: 50,1.875,1038848.0,213934.0,1631.4,1089.4
17,6F0171,2016-01-07 17:19:00, 05: 50,7.25,1038848.0,213934.0,1631.4,1089.4
17,6F0171,2016-01-07 17:26:00, 05: 51,8.625,1038848.0,213934.0,1631.4,1089.4
17,6F0171,2016-01-07 17:38:00, 01: 10,2.0,1038848.0,213934.0,1631.4,1089.4
17,6F0171,2016-01-07 17:39:00, 01: 50,2.625,1038848.0,213934.0,1631.4,1089.4
11,6F0171,2016-01-07 16:40:00, 00: 10,0.25,1038848.0,213934.0,1631.4,1089.4
11,6F0171,2016-01-07 17:02:00, 00: 10,0.125,1038848.0,213934.0,1631.4,1089.4
12,6F0171,2016-01-07 16:40:00, 00: 10,0.125,1038848.0,213934.0,1631.4,1089.4
12,6F0171,2016-01-07 17:02:00, 00: 10,0.25,1038848.0,213934.0,1631.4,1089.4
13,6F0171,2016-01-07 16:41:00, 00: 10,0.125,1038848.0,213934.0,1631.4,1089.4
13,6F0171,2016-01-07 17:02:00, 00: 10,0.25,1038848.0,213934.0,1631.4,1089.4
16,6F0171,2016-01-07 17:03:00, 00: 10,0.25,1038848.0,213934.0,1631.4,1089.4
11,6F0172,2016-01-07 17:57:00, 00: 20,0.375,684299.0,126306.0,1622.3333333333333,924.0
17,6F0172,2016-01-07 18:26:00, 13: 51,19.375,684299.0,126306.0,1622.3333333333333,924.0
12,6F0172,2016-01-07 17:58:00, 00: 10,0.125,684299.0,126306.0,1622.3333333333333,924.0
13,6F0172,2016-01-07 17:58:00, 00: 10,0.125,684299.0,126306.0,1622.3333333333333,924.0
13,6F0172,2016-01-07 18:15:00, 00: 20,0.25,684299.0,126306.0,1622.3333333333333,924.0
15,6F0172,2016-01-07 17:58:00, 00: 10,0.25,684299.0,126306.0,1622.3333333333333,924.0
15,6F0172,2016-01-07 18:15:00, 00: 10,0.125,684299.0,126306.0,1622.3333333333333,924.0
15,6F0172,2016-01-07 18:41:00, 02: 40,3.875,684299.0,126306.0,1622.3333333333333,924.0
15,6F0172,2016-01-07 18:44:00, 00: 10,0.25,684299.0,126306.0,1622.3333333333333,924.0
16,6F0172,2016-01-07 17:58:00, 00: 10,0.25,684299.0,126306.0,1622.3333333333333,924.0
16,6F0172,2016-01-07 18:15:00, 00: 10,0.375,684299.0,126306.0,1622.3333333333333,924.0
16,6F0172,2016-01-07 18:39:00, 01: 30,2.25,684299.0,126306.0,1622.3333333333333,924.0
17,6F0172,2016-01-07 17:58:00, 13: 10,17.375,684299.0,126306.0,1622.3333333333333,924.0
17,6F0172,2016-01-07 18:16:00, 00: 40,0.625,684299.0,126306.0,1622.3333333333333,924.0
11,6F0172,2016-01-07 18:14:00, 00: 30,0.5,684299.0,126306.0,1622.3333333333333,924.0
11,6F0173,2016-01-07 18:54:00, 00: 20,0.25,648239.0,97591.0,1618.75,919.25
17,6F0173,2016-01-07 19:20:00, 10: 01,14.0,648239.0,97591.0,1618.75,919.25
12,6F0173,2016-01-07 18:55:00, 00: 10,0.25,648239.0,97591.0,1618.75,919.25
13,6F0173,2016-01-07 18:55:00, 00: 10,0.25,648239.0,97591.0,1618.75,919.25
13,6F0173,2016-01-07 19:12:00, 00: 10,0.25,648239.0,97591.0,1618.75,919.25
14,6F0173,2016-01-07 19:13:00, 00: 10,0.25,648239.0,97591.0,1618.75,919.25
15,6F0173,2016-01-07 18:55:00, 00: 10,0.125,648239.0,97591.0,1618.75,919.25
15,6F0173,2016-01-07 19:34:00, 03: 10,4.75,648239.0,97591.0,1618.75,919.25
16,6F0173,2016-01-07 18:55:00, 00: 10,0.25,648239.0,97591.0,1618.75,919.25
16,6F0173,2016-01-07 19:13:00, 00: 10,0.25,648239.0,97591.0,1618.75,919.25
16,6F0173,2016-01-07 19:30:00, 04: 00,6.0,648239.0,97591.0,1618.75,919.25
17,6F0173,2016-01-07 18:55:00, 14: 11,18.375,648239.0,97591.0,1618.75,919.25
17,6F0173,2016-01-07 19:13:00, 02: 50,3.25,648239.0,97591.0,1618.75,919.25
17,6F0173,2016-01-07 19:19:00, 00: 30,0.75,648239.0,97591.0,1618.75,919.25
11,6F0173,2016-01-07 19:12:00, 00: 20,0.25,648239.0,97591.0,1618.75,919.25
11,6F0174,2016-01-07 19:51:00, 00: 30,0.375,616181.0,122044.0,1618.6666666666667,793.0
11,6F0174,2016-01-07 20:15:00, 00: 10,0.25,616181.0,122044.0,1618.6666666666667,793.0
12,6F0174,2016-01-07 19:51:00, 00: 10,0.0,616181.0,122044.0,1618.6666666666667,793.0
13,6F0174,2016-01-07 19:51:00, 00: 10,0.25,616181.0,122044.0,1618.6666666666667,793.0
13,6F0174,2016-01-07 20:15:00, 00: 20,0.25,616181.0,122044.0,1618.6666666666667,793.0
15,6F0174,2016-01-07 19:51:00, 00: 10,0.25,616181.0,122044.0,1618.6666666666667,793.0
17,6F0174,2016-01-07 20:40:00, 00: 40,0.875,616181.0,122044.0,1618.6666666666667,793.0
16,6F0174,2016-01-07 20:16:00, 00: 10,0.375,616181.0,122044.0,1618.6666666666667,793.0
17,6F0174,2016-01-07 19:52:00, 04: 50,5.625,616181.0,122044.0,1618.6666666666667,793.0
17,6F0174,2016-01-07 19:57:00, 08: 21,11.375,616181.0,122044.0,1618.6666666666667,793.0
17,6F0174,2016-01-07 20:16:00, 04: 40,5.375,616181.0,122044.0,1618.6666666666667,793.0
17,6F0174,2016-01-07 20:24:00, 15: 50,23.5,616181.0,122044.0,1618.6666666666667,793.0
16,6F0174,2016-01-07 19:52:00, 00: 10,0.125,616181.0,122044.0,1618.6666666666667,793.0
17,6F0175,2016-01-07 21:11:00, 03: 50,3.875,575215.0,109585.0,1660.5,1030.0
17,6F0175,2016-01-07 21:16:00, 16: 21,23.75,575215.0,109585.0,1660.5,1030.0
13,6F0175,2016-01-07 21:10:00, 00: 10,0.25,575215.0,109585.0,1660.5,1030.0
14,6F0175,2016-01-07 20:51:00, 00: 10,0.125,575215.0,109585.0,1660.5,1030.0
15,6F0175,2016-01-07 21:10:00, 00: 10,0.25,575215.0,109585.0,1660.5,1030.0
16,6F0175,2016-01-07 20:51:00, 00: 10,0.25,575215.0,109585.0,1660.5,1030.0
16,6F0175,2016-01-07 21:11:00, 00: 10,0.125,575215.0,109585.0,1660.5,1030.0
17,6F0175,2016-01-07 20:51:00, 01: 40,6.625,575215.0,109585.0,1660.5,1030.0
17,6F0175,2016-01-07 20:57:00, 05: 10,7.0,575215.0,109585.0,1660.5,1030.0
17,6F0175,2016-01-07 21:04:00, 02: 40,3.75,575215.0,109585.0,1660.5,1030.0
11,6F0175,2016-01-07 20:50:00, 00: 20,0.25,575215.0,109585.0,1660.5,1030.0
11,6F0175,2016-01-07 21:10:00, 00: 20,0.125,575215.0,109585.0,1660.5,1030.0
12,6F0175,2016-01-07 21:10:00, 00: 10,0.125,575215.0,109585.0,1660.5,1030.0
13,6F0175,2016-01-07 20:51:00, 00: 10,0.125,575215.0,109585.0,1660.5,1030.0
